DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Regular Season,01.08.17,T.J. McConnell,PG,Philadelphia,Brooklyn,R,36.1,2,11,0,2,0,0,0,8,8,6,1,2,2,0,4
2016-2017 Regular Season,01.08.17,Nerlens Noel,PF,Philadelphia,Brooklyn,R,24,3,8,0,0,2,2,2,2,4,0,1,3,0,0,8
2016-2017 Regular Season,01.08.17,Gerald Henderson,SG,Philadelphia,Brooklyn,R,21,3,7,0,0,1,1,0,1,1,1,2,0,0,0,7
2016-2017 Regular Season,01.08.17,Dario Saric,PF,Philadelphia,Brooklyn,R,29.5,5,13,3,6,5,6,0,5,5,0,2,1,4,0,18
2016-2017 Regular Season,01.08.17,Sergio Rodriguez,PG,Philadelphia,Brooklyn,R,12,2,6,0,0,0,0,0,0,0,3,1,0,1,0,4
2016-2017 Regular Season,01.08.17,Bojan Bogdanovic,SF,Brooklyn,Philadelphia,H,35.5,5,14,2,6,0,0,1,7,8,3,0,1,2,0,12
2016-2017 Regular Season,01.08.17,Trevor Booker,PF,Brooklyn,Philadelphia,H,18.3,2,3,0,0,0,0,1,3,4,3,5,1,0,1,4
2016-2017 Regular Season,01.08.17,Brook Lopez,C,Brooklyn,Philadelphia,H,31.8,8,16,3,7,7,7,1,1,2,2,3,1,2,1,26
2016-2017 Regular Season,01.08.17,Joe Harris,SG,Brooklyn,Philadelphia,H,16,0,4,0,3,0,0,0,5,5,1,1,0,1,0,0
2016-2017 Regular Season,01.08.17,Isaiah Whitehead,PG,Brooklyn,Philadelphia,H,20.7,2,6,1,2,0,0,0,3,3,3,4,0,6,2,5
2016-2017 Regular Season,01.08.17,Sean Kilpatrick,SG,Brooklyn,Philadelphia,H,25.4,4,9,2,4,0,0,0,3,3,3,3,1,5,0,10
2016-2017 Regular Season,01.08.17,Justin Hamilton,C,Brooklyn,Philadelphia,H,23.2,6,11,2,4,2,3,1,4,5,0,2,0,0,2,16
2016-2017 Regular Season,01.08.17,Spencer Dinwiddie,PG,Brooklyn,Philadelphia,H,25.4,3,5,0,0,3,4,0,3,3,3,0,0,1,2,9
2016-2017 Regular Season,01.08.17,Rondae Hollis-Jefferson,SF,Brooklyn,Philadelphia,H,22.8,3,5,0,0,1,2,0,4,4,1,3,2,3,0,7
2016-2017 Regular Season,01.08.17,Caris LeVert,SG,Brooklyn,Philadelphia,H,21.1,3,5,0,1,0,1,0,3,3,2,2,0,2,0,6
2016-2017 Regular Season,01.08.17,Otto Porter Jr.,SF,Washington,Milwaukee,R,38.6,3,8,3,7,4,4,1,6,7,7,4,1,2,2,13
2016-2017 Regular Season,01.08.17,Markieff Morris,PF,Washington,Milwaukee,R,37.7,9,15,1,3,1,2,5,5,10,1,3,3,3,0,20
2016-2017 Regular Season,01.08.17,Marcin Gortat,C,Washington,Milwaukee,R,37.4,2,5,0,0,3,4,2,10,12,0,2,0,3,1,7
2016-2017 Regular Season,01.08.17,Bradley Beal,SG,Washington,Milwaukee,R,36,10,19,2,10,4,5,1,3,4,2,5,0,3,1,26
2016-2017 Regular Season,01.08.17,John Wall,PG,Washington,Milwaukee,R,36.8,7,15,0,3,2,2,0,3,3,7,1,1,5,0,16
2016-2017 Regular Season,01.08.17,Kelly Oubre Jr.,SF,Washington,Milwaukee,R,25.1,7,14,3,7,0,0,3,2,5,1,4,1,1,0,17
2016-2017 Regular Season,01.08.17,Sheldon McClellan,SG,Washington,Milwaukee,R,12,3,5,1,2,1,1,0,3,3,0,0,2,0,0,8
2016-2017 Regular Season,01.08.17,Jason Smith,C,Washington,Milwaukee,R,5.3,0,3,0,0,0,0,1,2,3,0,1,1,0,0,0
2016-2017 Regular Season,01.08.17,Trey Burke,PG,Washington,Milwaukee,R,11.2,0,0,0,0,0,0,0,2,2,5,2,1,2,0,0
2016-2017 Regular Season,01.08.17,Mirza Teletovic,PF,Milwaukee,Washington,H,30.7,2,8,1,5,0,0,0,4,4,2,2,1,1,0,5
2016-2017 Regular Season,01.08.17,Jabari Parker,SF,Milwaukee,Washington,H,40.6,9,21,3,6,7,9,3,5,8,7,5,2,2,1,28
2016-2017 Regular Season,01.08.17,John Henson,C,Milwaukee,Washington,H,14.7,1,3,0,0,0,0,0,1,1,2,4,1,2,0,2
2016-2017 Regular Season,01.08.17,Tony Snell,SF,Milwaukee,Washington,H,34.1,3,6,1,3,0,0,0,2,2,0,2,0,0,0,7
2016-2017 Regular Season,01.08.17,Malcolm Brogdon,SG,Milwaukee,Washington,H,35.9,9,15,2,4,2,2,0,1,1,5,2,3,4,1,22
2016-2017 Regular Season,01.08.17,Greg Monroe,C,Milwaukee,Washington,H,32.7,5,12,0,0,2,2,2,10,12,3,1,4,3,1,12
2016-2017 Regular Season,01.08.17,Michael Beasley,SF,Milwaukee,Washington,H,15.8,6,9,1,1,5,5,0,1,1,0,1,1,1,0,18
2016-2017 Regular Season,01.08.17,Matthew Dellavedova,PG,Milwaukee,Washington,H,18,1,5,0,3,0,0,0,2,2,4,2,1,1,0,2
2016-2017 Regular Season,01.08.17,Jason Terry,SG,Milwaukee,Washington,H,17.6,1,1,1,1,2,2,0,1,1,2,1,1,2,0,5
2016-2017 Regular Season,01.08.17,Rodney McGruder,SG,Miami,LA Clippers,R,34.2,1,7,1,6,2,2,2,1,3,2,0,1,0,0,5
2016-2017 Regular Season,01.08.17,Derrick Williams,SF,Miami,LA Clippers,R,21.5,1,5,0,1,0,0,0,3,3,2,4,1,2,0,2
2016-2017 Regular Season,01.08.17,Hassan Whiteside,C,Miami,LA Clippers,R,31.1,7,12,0,0,1,2,5,8,13,0,2,0,2,2,15
2016-2017 Regular Season,01.08.17,Wayne Ellington,SG,Miami,LA Clippers,R,20.1,1,7,0,5,2,2,0,0,0,1,2,0,0,0,4
2016-2017 Regular Season,01.08.17,Goran Dragic,PG,Miami,LA Clippers,R,42.1,9,18,2,5,4,5,1,5,6,5,1,1,5,0,24
2016-2017 Regular Season,01.08.17,James Johnson,PF,Miami,LA Clippers,R,26.5,4,10,2,5,2,2,1,5,6,3,3,1,3,1,12
2016-2017 Regular Season,01.08.17,Tyler Johnson,SG,Miami,LA Clippers,R,32.5,4,12,1,3,3,4,0,7,7,1,5,1,1,1,12
2016-2017 Regular Season,01.08.17,Dion Waiters,SG,Miami,LA Clippers,R,15.1,2,7,1,2,3,4,0,2,2,0,2,0,1,0,8
2016-2017 Regular Season,01.08.17,Willie Reed,PF,Miami,LA Clippers,R,16.9,2,6,0,0,0,0,2,8,10,0,2,1,1,1,4
2016-2017 Regular Season,01.08.17,Raymond Felton,PG,LA Clippers,Miami,H,36.8,3,11,1,6,0,0,1,6,7,5,3,2,1,0,7
2016-2017 Regular Season,01.08.17,Luc Mbah a Moute,PF,LA Clippers,Miami,H,27.6,3,8,0,2,0,0,0,1,1,0,0,1,1,1,6
2016-2017 Regular Season,01.08.17,DeAndre Jordan,C,LA Clippers,Miami,H,33.6,2,4,0,0,3,8,2,16,18,0,2,0,1,1,7
2016-2017 Regular Season,01.08.17,JJ Redick,SG,LA Clippers,Miami,H,33.5,9,19,4,8,3,4,1,6,7,2,3,0,1,0,25
2016-2017 Regular Season,01.08.17,Chris Paul,PG,LA Clippers,Miami,H,28.9,7,11,1,3,4,5,1,5,6,18,4,2,1,0,19
2016-2017 Regular Season,01.08.17,Jamal Crawford,SG,LA Clippers,Miami,H,31.4,1,12,0,4,0,0,0,1,1,1,1,0,2,0,2
2016-2017 Regular Season,01.08.17,Wesley Johnson,SF,LA Clippers,Miami,H,13.5,0,4,0,2,1,2,1,5,6,0,0,1,1,0,1
2016-2017 Regular Season,01.08.17,Marreese Speights,C,LA Clippers,Miami,H,14.4,6,8,3,5,4,4,1,0,1,1,6,0,1,1,19
2016-2017 Regular Season,01.08.17,Brandon Bass,PF,LA Clippers,Miami,H,20.4,5,9,0,0,2,2,2,2,4,0,1,2,2,0,12
2016-2017 Regular Season,01.08.17,Trevor Ariza,SF,Houston,Toronto,R,41.5,5,10,5,10,2,2,0,7,7,3,3,2,1,0,17
2016-2017 Regular Season,01.08.17,Ryan Anderson,PF,Houston,Toronto,R,32.3,2,8,1,5,4,4,2,2,4,0,2,1,0,0,9
2016-2017 Regular Season,01.08.17,Nene,C,Houston,Toronto,R,12.6,4,5,0,0,0,1,0,2,2,1,4,0,1,0,8
2016-2017 Regular Season,01.08.17,Patrick Beverley,SG,Houston,Toronto,R,32.2,2,6,0,3,2,2,0,2,2,7,4,0,1,1,6
2016-2017 Regular Season,01.08.17,James Harden,PG,Houston,Toronto,R,37.9,13,26,4,9,10,10,3,7,10,11,3,2,10,2,40
2016-2017 Regular Season,01.08.17,Eric Gordon,SG,Houston,Toronto,R,33.3,7,16,1,9,4,4,0,4,4,3,2,0,0,1,19
2016-2017 Regular Season,01.08.17,Sam Dekker,SF,Houston,Toronto,R,11.1,0,1,0,0,0,2,2,1,3,0,1,1,0,0,0
2016-2017 Regular Season,01.08.17,Montrezl Harrell,PF,Houston,Toronto,R,25.6,12,13,0,0,4,6,3,2,5,0,2,0,1,1,28
2016-2017 Regular Season,01.08.17,Corey Brewer,SF,Houston,Toronto,R,13.7,1,4,0,2,0,0,0,2,2,2,1,3,1,1,2
2016-2017 Regular Season,01.08.17,Norman Powell,SG,Toronto,Houston,H,21.6,3,7,2,5,2,2,0,1,1,3,2,0,3,0,10
2016-2017 Regular Season,01.08.17,DeMarre Carroll,SF,Toronto,Houston,H,33.7,7,12,6,10,6,6,0,8,8,0,1,1,1,0,26
2016-2017 Regular Season,01.08.17,Jonas Valanciunas,C,Toronto,Houston,H,22.9,4,4,0,0,0,0,0,5,5,0,3,0,1,1,8
2016-2017 Regular Season,01.08.17,DeMar DeRozan,SG,Toronto,Houston,H,39.4,13,21,0,0,10,10,0,6,6,5,4,0,6,1,36
2016-2017 Regular Season,01.08.17,Kyle Lowry,PG,Toronto,Houston,H,39.8,2,7,1,3,7,10,0,5,5,6,3,4,3,0,12
2016-2017 Regular Season,01.08.17,Patrick Patterson,PF,Toronto,Houston,H,22.4,3,5,2,2,0,0,3,4,7,2,6,0,1,0,8
2016-2017 Regular Season,01.08.17,Cory Joseph,SG,Toronto,Houston,H,22.8,4,8,0,0,2,2,0,1,1,2,2,0,1,0,10
2016-2017 Regular Season,01.08.17,Terrence Ross,SF,Toronto,Houston,H,24.9,4,12,0,5,0,0,0,2,2,1,2,1,1,0,8
2016-2017 Regular Season,01.08.17,Lucas Nogueira,C,Toronto,Houston,H,12.5,2,2,0,0,0,0,1,3,4,0,2,1,0,1,4
2016-2017 Regular Season,01.08.17,Gordon Hayward,SF,Utah,Memphis,R,33.7,6,13,3,5,7,9,0,5,5,2,1,2,3,0,22
2016-2017 Regular Season,01.08.17,Derrick Favors,PF,Utah,Memphis,R,24.6,2,7,0,1,0,0,1,2,3,1,1,1,3,0,4
2016-2017 Regular Season,01.08.17,Rudy Gobert,C,Utah,Memphis,R,36.3,1,3,0,0,3,6,7,5,12,2,3,3,3,1,5
2016-2017 Regular Season,01.08.17,Rodney Hood,SG,Utah,Memphis,R,31.1,4,14,1,7,0,0,0,3,3,2,2,0,1,0,9
2016-2017 Regular Season,01.08.17,George Hill,PG,Utah,Memphis,R,32.5,6,15,2,4,1,2,0,4,4,2,4,1,4,1,15
2016-2017 Regular Season,01.08.17,Boris Diaw,PF,Utah,Memphis,R,18.7,1,2,0,0,0,0,0,3,3,0,1,0,0,1,2
2016-2017 Regular Season,01.08.17,Shelvin Mack,PG,Utah,Memphis,R,15.5,2,5,0,1,0,0,1,3,4,2,3,0,2,0,4
2016-2017 Regular Season,01.08.17,Joe Ingles,SF,Utah,Memphis,R,16.8,0,1,0,1,1,3,1,3,4,2,2,0,1,0,1
2016-2017 Regular Season,01.08.17,Joe Johnson,SF,Utah,Memphis,R,16.8,3,8,0,1,0,0,0,3,3,0,0,0,0,0,6
2016-2017 Regular Season,01.08.17,Trey Lyles,PF,Utah,Memphis,R,11.8,3,4,3,3,2,3,1,1,2,1,2,1,0,0,11
2016-2017 Regular Season,01.08.17,Alec Burks,SG,Utah,Memphis,R,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.08.17,Chandler Parsons,SF,Memphis,Utah,H,15.8,3,4,2,3,1,1,0,1,1,1,1,0,0,0,9
2016-2017 Regular Season,01.08.17,JaMychal Green,PF,Memphis,Utah,H,31.8,3,5,1,2,1,2,1,5,6,0,6,1,1,1,8
2016-2017 Regular Season,01.08.17,Marc Gasol,C,Memphis,Utah,H,33.8,7,18,0,3,3,4,1,3,4,1,4,3,2,0,17
2016-2017 Regular Season,01.08.17,Tony Allen,SG,Memphis,Utah,H,23.1,1,3,0,0,0,0,1,4,5,2,1,1,4,0,2
2016-2017 Regular Season,01.08.17,Mike Conley,PG,Memphis,Utah,H,34.7,8,18,1,4,2,3,0,2,2,9,5,1,2,0,19
2016-2017 Regular Season,01.08.17,Zach Randolph,PF,Memphis,Utah,H,27.3,6,16,0,2,1,1,2,9,11,1,1,3,2,1,13
2016-2017 Regular Season,01.08.17,James Ennis III,SF,Memphis,Utah,H,27.4,2,3,1,2,3,3,0,5,5,1,2,1,1,0,8
2016-2017 Regular Season,01.08.17,Vince Carter,SG,Memphis,Utah,H,24.8,1,3,1,3,0,0,0,1,1,3,1,1,0,0,3
2016-2017 Regular Season,01.08.17,Andrew Harrison,SG,Memphis,Utah,H,8.4,1,4,1,3,0,0,0,0,0,1,1,0,0,0,3
2016-2017 Regular Season,01.08.17,Troy Daniels,SG,Memphis,Utah,H,12.8,2,4,2,2,0,0,0,2,2,0,1,0,1,0,6
2016-2017 Regular Season,01.08.17,LeBron James,SF,Cleveland,Phoenix,R,39.5,11,17,2,4,4,6,3,5,8,4,3,1,7,0,28
2016-2017 Regular Season,01.08.17,Kevin Love,PF,Cleveland,Phoenix,R,35.9,8,17,3,10,6,6,5,5,10,1,1,0,1,1,25
2016-2017 Regular Season,01.08.17,Tristan Thompson,C,Cleveland,Phoenix,R,28.3,2,4,0,0,4,4,4,6,10,1,3,0,1,0,8
2016-2017 Regular Season,01.08.17,DeAndre Liggins,SG,Cleveland,Phoenix,R,25.5,3,4,1,1,0,0,0,1,1,1,1,4,2,2,7
2016-2017 Regular Season,01.08.17,Kyrie Irving,PG,Cleveland,Phoenix,R,40,10,20,4,7,3,3,1,1,2,7,0,1,7,0,27
2016-2017 Regular Season,01.08.17,Iman Shumpert,SG,Cleveland,Phoenix,R,26.2,4,7,2,4,0,0,0,3,3,1,0,1,0,2,10
2016-2017 Regular Season,01.08.17,Kay Felder,PG,Cleveland,Phoenix,R,7.6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2
2016-2017 Regular Season,01.08.17,Richard Jefferson,SF,Cleveland,Phoenix,R,18.9,1,3,1,2,0,0,0,0,0,0,2,1,2,0,3
2016-2017 Regular Season,01.08.17,Channing Frye,C,Cleveland,Phoenix,R,18.3,4,8,2,6,0,0,0,4,4,0,1,0,0,0,10
2016-2017 Regular Season,01.08.17,TJ Warren,SF,Phoenix,Cleveland,H,27.4,7,9,1,2,0,0,1,2,3,2,2,3,1,0,15
2016-2017 Regular Season,01.08.17,Marquese Chriss,PF,Phoenix,Cleveland,H,33.1,4,11,1,2,3,4,1,2,3,4,3,1,1,3,12
2016-2017 Regular Season,01.08.17,Tyson Chandler,C,Phoenix,Cleveland,H,31.9,4,7,0,0,2,2,4,11,15,0,4,0,1,1,10
2016-2017 Regular Season,01.08.17,Devin Booker,SG,Phoenix,Cleveland,H,45.1,12,24,2,7,2,4,3,2,5,4,2,2,2,0,28
2016-2017 Regular Season,01.08.17,Eric Bledsoe,PG,Phoenix,Cleveland,H,38.6,12,18,4,8,3,3,0,2,2,8,3,2,3,1,31
2016-2017 Regular Season,01.08.17,Alex Len,C,Phoenix,Cleveland,H,6.2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2
2016-2017 Regular Season,01.08.17,PJ Tucker,SF,Phoenix,Cleveland,H,28.4,4,6,0,2,2,2,0,4,4,2,3,2,2,0,10
2016-2017 Regular Season,01.08.17,Brandon Knight,SG,Phoenix,Cleveland,H,13.8,0,4,0,3,3,4,1,0,1,1,0,1,1,0,3
2016-2017 Regular Season,01.08.17,Dragan Bender,PF,Phoenix,Cleveland,H,11.9,2,5,1,3,0,0,3,0,3,1,1,1,1,1,5
2016-2017 Regular Season,01.08.17,Leandro Barbosa,SG,Phoenix,Cleveland,H,3.7,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
2016-2017 Regular Season,01.08.17,Marcus Morris,SF,Detroit,Portland,R,46.3,5,17,0,4,0,0,1,4,5,5,2,1,0,0,10
2016-2017 Regular Season,01.08.17,Jon Leuer,PF,Detroit,Portland,R,6.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2016-2017 Regular Season,01.08.17,Andre Drummond,C,Detroit,Portland,R,51.9,13,20,0,0,2,3,2,12,14,0,4,4,1,2,28
2016-2017 Regular Season,01.08.17,Kentavious Caldwell-Pope,SG,Detroit,Portland,R,48.5,9,14,4,7,4,5,2,2,4,2,1,4,3,0,26
2016-2017 Regular Season,01.08.17,Reggie Jackson,PG,Detroit,Portland,R,46.8,13,26,2,6,3,4,1,0,1,3,4,2,2,0,31
2016-2017 Regular Season,01.08.17,Ish Smith,PG,Detroit,Portland,R,20.7,4,6,1,1,0,0,0,2,2,3,2,1,0,0,9
2016-2017 Regular Season,01.08.17,Tobias Harris,PF,Detroit,Portland,R,38.1,7,16,0,5,0,0,0,9,9,3,1,1,2,1,14
2016-2017 Regular Season,01.08.17,Stanley Johnson,SF,Detroit,Portland,R,25.4,2,3,1,2,0,0,0,5,5,2,1,1,1,0,5
2016-2017 Regular Season,01.08.17,Aron Baynes,C,Detroit,Portland,R,6.1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2
2016-2017 Regular Season,01.08.17,Boban Marjanovic,C,Detroit,Portland,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.08.17,Maurice Harkless,SF,Portland,Detroit,H,25.7,1,4,1,3,2,4,0,2,2,1,0,0,1,1,5
2016-2017 Regular Season,01.08.17,Al-Farouq Aminu,SF,Portland,Detroit,H,37.4,7,10,1,3,1,1,1,7,8,2,1,0,1,0,16
2016-2017 Regular Season,01.08.17,Mason Plumlee,C,Portland,Detroit,H,39.8,4,12,0,1,0,2,6,4,10,12,3,1,3,3,8
2016-2017 Regular Season,01.08.17,CJ McCollum,SG,Portland,Detroit,H,44.4,16,28,3,9,0,0,0,3,3,6,0,1,1,1,35
2016-2017 Regular Season,01.08.17,Damian Lillard,PG,Portland,Detroit,H,43.5,7,16,3,9,3,4,0,9,9,5,0,0,5,0,20
2016-2017 Regular Season,01.08.17,Allen Crabbe,SG,Portland,Detroit,H,42.6,12,15,5,5,1,1,0,1,1,1,3,1,2,0,30
2016-2017 Regular Season,01.08.17,Evan Turner,SG,Portland,Detroit,H,25.3,2,5,0,1,0,0,0,3,3,5,1,2,3,0,4
2016-2017 Regular Season,01.08.17,Meyers Leonard,PF,Portland,Detroit,H,18.3,2,8,2,4,0,0,0,4,4,2,3,0,0,0,6
2016-2017 Regular Season,01.08.17,Noah Vonleh,PF,Portland,Detroit,H,13.2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
2016-2017 Regular Season,01.08.17,Kevin Durant,SF,Golden State,Sacramento,R,36.5,9,15,2,4,8,9,0,7,7,6,1,1,1,4,28
2016-2017 Regular Season,01.08.17,Draymond Green,PF,Golden State,Sacramento,R,32.3,4,9,1,4,0,0,1,6,7,10,5,2,4,2,9
2016-2017 Regular Season,01.08.17,Zaza Pachulia,C,Golden State,Sacramento,R,22.1,4,5,0,0,2,2,5,2,7,2,5,3,1,0,10
2016-2017 Regular Season,01.08.17,Klay Thompson,SG,Golden State,Sacramento,R,36.4,8,19,1,7,1,2,1,5,6,2,3,0,5,0,18
2016-2017 Regular Season,01.08.17,Stephen Curry,PG,Golden State,Sacramento,R,37.1,11,22,5,11,3,3,2,2,4,6,3,2,4,0,30
2016-2017 Regular Season,01.08.17,JaVale McGee,C,Golden State,Sacramento,R,3.9,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2
2016-2017 Regular Season,01.08.17,Andre Iguodala,SF,Golden State,Sacramento,R,28.6,3,6,1,1,1,2,2,5,7,5,0,1,0,0,8
2016-2017 Regular Season,01.08.17,Ian Clark,SG,Golden State,Sacramento,R,9.5,1,5,0,2,2,2,0,0,0,0,3,0,0,0,4
2016-2017 Regular Season,01.08.17,David West,PF,Golden State,Sacramento,R,15.2,1,3,0,0,0,0,1,4,5,2,1,1,1,0,2
2016-2017 Regular Season,01.08.17,Shaun Livingston,PG,Golden State,Sacramento,R,18.5,3,4,0,0,0,0,0,2,2,0,0,1,1,0,6
2016-2017 Regular Season,01.08.17,Rudy Gay,SF,Sacramento,Golden State,H,35.5,9,17,2,6,3,4,0,1,1,3,3,2,4,2,23
2016-2017 Regular Season,01.08.17,Anthony Tolliver,PF,Sacramento,Golden State,H,31.8,5,9,3,4,3,4,0,5,5,0,1,3,0,0,16
2016-2017 Regular Season,01.08.17,DeMarcus Cousins,C,Sacramento,Golden State,H,29.3,4,11,1,3,8,9,0,10,10,5,4,1,7,2,17
2016-2017 Regular Season,01.08.17,Garrett Temple,SG,Sacramento,Golden State,H,42.4,5,9,2,5,2,4,0,1,1,3,2,1,1,1,14
2016-2017 Regular Season,01.08.17,Darren Collison,PG,Sacramento,Golden State,H,30.3,6,9,2,3,0,0,0,1,1,2,1,3,2,0,14
2016-2017 Regular Season,01.08.17,Kosta Koufos,C,Sacramento,Golden State,H,16.4,1,3,0,0,0,0,1,6,7,2,2,1,2,0,2
2016-2017 Regular Season,01.08.17,Ty Lawson,PG,Sacramento,Golden State,H,21.6,4,8,0,1,7,8,0,2,2,3,1,0,1,0,15
2016-2017 Regular Season,01.08.17,Matt Barnes,SF,Sacramento,Golden State,H,18.5,0,4,0,3,0,0,0,3,3,3,1,1,1,0,0
2016-2017 Regular Season,01.08.17,Arron Afflalo,SG,Sacramento,Golden State,H,14.3,2,4,1,3,0,0,0,1,1,0,2,1,0,0,5
2016-2017 Regular Season,01.08.17,Aaron Gordon,SF,Orlando,LA Lakers,R,24,0,5,0,4,2,4,1,5,6,1,3,0,2,0,2
2016-2017 Regular Season,01.08.17,Serge Ibaka,PF,Orlando,LA Lakers,R,37.9,8,17,1,3,2,2,6,4,10,0,4,1,1,1,19
2016-2017 Regular Season,01.08.17,Bismack Biyombo,C,Orlando,LA Lakers,R,26.3,4,6,0,0,2,4,3,8,11,2,2,0,2,0,10
2016-2017 Regular Season,01.08.17,Evan Fournier,SG,Orlando,LA Lakers,R,33.8,6,16,2,4,5,7,1,4,5,3,2,3,4,0,19
2016-2017 Regular Season,01.08.17,Elfrid Payton,PG,Orlando,LA Lakers,R,18.9,4,11,1,2,0,0,3,3,6,4,1,1,3,0,9
2016-2017 Regular Season,01.08.17,Nikola Vucevic,C,Orlando,LA Lakers,R,26.1,8,17,1,4,2,4,2,5,7,4,2,0,1,2,19
2016-2017 Regular Season,01.08.17,D.J. Augustin,PG,Orlando,LA Lakers,R,28.2,1,6,1,5,3,4,0,5,5,8,2,0,1,0,6
2016-2017 Regular Season,01.08.17,Jeff Green,SF,Orlando,LA Lakers,R,23.5,2,5,0,1,2,2,0,1,1,0,2,0,2,0,6
2016-2017 Regular Season,01.08.17,Jodie Meeks,SG,Orlando,LA Lakers,R,17.8,1,5,1,3,0,0,0,1,1,2,2,0,2,0,3
2016-2017 Regular Season,01.08.17,Damjan Rudez,SF,Orlando,LA Lakers,R,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.08.17,C.J. Watson,PG,Orlando,LA Lakers,R,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.08.17,CJ Wilcox,SG,Orlando,LA Lakers,R,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.08.17,Mario Hezonja,SF,Orlando,LA Lakers,R,0.9,0,1,0,0,2,2,2,0,2,0,0,0,0,0,2
2016-2017 Regular Season,01.08.17,Luol Deng,SF,LA Lakers,Orlando,H,31.1,4,11,2,6,1,2,1,2,3,0,1,0,0,0,11
2016-2017 Regular Season,01.08.17,Julius Randle,PF,LA Lakers,Orlando,H,34.1,6,12,1,1,6,8,1,8,9,5,5,1,2,1,19
2016-2017 Regular Season,01.08.17,Timofey Mozgov,C,LA Lakers,Orlando,H,30.2,7,7,0,0,1,1,2,7,9,2,4,1,0,0,15
2016-2017 Regular Season,01.08.17,Nick Young,SG,LA Lakers,Orlando,H,19.5,1,7,0,4,0,0,0,1,1,0,0,0,2,1,2
2016-2017 Regular Season,01.08.17,D'Angelo Russell,PG,LA Lakers,Orlando,H,30.7,7,10,2,5,1,2,0,8,8,7,3,3,2,1,17
2016-2017 Regular Season,01.08.17,Brandon Ingram,SF,LA Lakers,Orlando,H,26.8,6,9,2,4,3,4,0,3,3,2,2,0,3,1,17
2016-2017 Regular Season,01.08.17,Jordan Clarkson,SG,LA Lakers,Orlando,H,28.5,3,9,1,5,2,2,0,4,4,4,0,1,0,0,9
2016-2017 Regular Season,01.08.17,Tarik Black,C,LA Lakers,Orlando,H,11.8,3,5,0,0,1,1,0,3,3,0,4,1,1,0,7
2016-2017 Regular Season,01.08.17,Lou Williams,SG,LA Lakers,Orlando,H,17.3,3,12,0,7,4,4,0,1,1,3,0,0,2,0,10
2016-2017 Regular Season,01.08.17,Thomas Robinson,PF,LA Lakers,Orlando,H,10,2,5,0,0,0,0,2,4,6,0,2,1,1,1,4
2016-2017 Regular Season,01.09.17,Dante Cunningham,SF,New Orleans,New York,R,30.4,3,5,3,3,0,0,1,2,3,0,1,1,0,0,9
2016-2017 Regular Season,01.09.17,Anthony Davis,PF,New Orleans,New York,R,29,14,22,1,1,11,12,4,14,18,2,2,0,0,3,40
2016-2017 Regular Season,01.09.17,Solomon Hill,SF,New Orleans,New York,R,23.1,1,5,0,3,0,0,0,2,2,1,0,2,1,1,2
2016-2017 Regular Season,01.09.17,Buddy Hield,SG,New Orleans,New York,R,27.4,4,7,3,5,0,0,0,3,3,3,0,3,0,0,11
2016-2017 Regular Season,01.09.17,Jrue Holiday,PG,New Orleans,New York,R,25.3,3,8,1,3,2,3,0,4,4,7,1,1,2,0,9
2016-2017 Regular Season,01.09.17,Tyreke Evans,SF,New Orleans,New York,R,21,5,9,2,5,0,0,0,2,2,4,2,0,3,0,12
2016-2017 Regular Season,01.09.17,Langston Galloway,PG,New Orleans,New York,R,19,2,8,1,4,0,0,0,0,0,1,1,0,0,1,5
2016-2017 Regular Season,01.09.17,E'Twaun Moore,SG,New Orleans,New York,R,24,4,7,0,1,0,0,1,0,1,3,2,0,0,0,8
2016-2017 Regular Season,01.09.17,Terrence Jones,PF,New Orleans,New York,R,13.6,4,6,0,0,3,4,1,2,3,0,0,1,0,2,11
2016-2017 Regular Season,01.09.17,Donatas Motiejunas,PF,New Orleans,New York,R,16.4,1,2,1,1,0,0,1,2,3,3,2,2,2,0,3
2016-2017 Regular Season,01.09.17,Tim Frazier,PG,New Orleans,New York,R,5.5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2016-2017 Regular Season,01.09.17,Cheick Diallo,PF,New Orleans,New York,R,5.5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
2016-2017 Regular Season,01.09.17,Carmelo Anthony,SF,New York,New Orleans,H,26.3,7,15,2,3,2,3,0,6,6,1,1,0,1,0,18
