DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Regular Season,11.05.16,Bryn Forbes,SG,San Antonio,LA Clippers,H,13.5,2,4,0,2,1,1,0,1,1,1,1,0,0,0,5
2016-2017 Regular Season,11.05.16,Dejounte Murray,PG,San Antonio,LA Clippers,H,9,2,4,2,2,0,0,0,0,0,0,1,0,1,0,6
2016-2017 Regular Season,11.06.16,Derrick Favors,PF,Utah,New York,R,27,6,10,0,0,1,3,3,3,6,0,5,0,2,0,13
2016-2017 Regular Season,11.06.16,Gordon Hayward,SF,Utah,New York,R,35.6,6,17,2,8,14,14,1,4,5,0,3,0,3,0,28
2016-2017 Regular Season,11.06.16,Rudy Gobert,C,Utah,New York,R,33.4,5,6,0,0,3,4,2,6,8,1,6,1,0,3,13
2016-2017 Regular Season,11.06.16,Rodney Hood,SG,Utah,New York,R,38.3,7,13,2,4,2,3,0,6,6,5,2,1,0,0,18
2016-2017 Regular Season,11.06.16,George Hill,PG,Utah,New York,R,34.6,8,12,1,3,6,7,0,2,2,8,1,2,0,0,23
2016-2017 Regular Season,11.06.16,Dante Exum,PG,Utah,New York,R,10.7,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Trey Lyles,PF,Utah,New York,R,20.6,2,6,1,4,0,0,0,2,2,1,0,0,0,1,5
2016-2017 Regular Season,11.06.16,Joe Johnson,SF,Utah,New York,R,23.7,2,6,2,4,4,4,1,1,2,2,2,2,1,0,10
2016-2017 Regular Season,11.06.16,Shelvin Mack,PG,Utah,New York,R,12.4,2,3,0,0,0,0,0,3,3,2,0,0,4,0,4
2016-2017 Regular Season,11.06.16,Joe Ingles,SF,Utah,New York,R,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Carmelo Anthony,SF,New York,Utah,H,35.5,12,20,0,6,4,6,1,8,9,3,5,0,1,0,28
2016-2017 Regular Season,11.06.16,Kristaps Porzingis,PF,New York,Utah,H,33.4,10,18,3,7,5,5,1,7,8,1,4,0,2,2,28
2016-2017 Regular Season,11.06.16,Joakim Noah,C,New York,Utah,H,20,2,3,0,0,0,0,2,3,5,2,3,1,2,1,4
2016-2017 Regular Season,11.06.16,Courtney Lee,SG,New York,Utah,H,36.5,3,8,2,2,2,2,1,5,6,0,3,3,2,0,10
2016-2017 Regular Season,11.06.16,Derrick Rose,PG,New York,Utah,H,36.2,7,14,0,0,4,4,2,2,4,8,3,1,4,0,18
2016-2017 Regular Season,11.06.16,Lance Thomas,PF,New York,Utah,H,29.1,2,5,1,1,0,0,0,2,2,1,4,1,0,0,5
2016-2017 Regular Season,11.06.16,Kyle O'Quinn,PF,New York,Utah,H,12.7,1,4,0,0,2,2,1,0,1,0,1,0,0,2,4
2016-2017 Regular Season,11.06.16,Brandon Jennings,PG,New York,Utah,H,15.9,2,4,1,2,0,0,0,1,1,2,2,2,1,0,5
2016-2017 Regular Season,11.06.16,Justin Holiday,SG,New York,Utah,H,13,1,2,0,0,0,0,0,1,1,1,0,0,0,0,2
2016-2017 Regular Season,11.06.16,Mindaugas Kuzminskas,SF,New York,Utah,H,7.8,2,5,1,2,0,0,2,0,2,0,1,0,0,0,5
2016-2017 Regular Season,11.06.16,Al-Farouq Aminu,SF,Portland,Memphis,R,33.5,3,10,1,4,1,2,1,3,4,2,0,1,3,0,8
2016-2017 Regular Season,11.06.16,Maurice Harkless,SF,Portland,Memphis,R,34.4,8,15,2,5,0,0,2,5,7,0,4,1,2,2,18
2016-2017 Regular Season,11.06.16,Mason Plumlee,C,Portland,Memphis,R,24.3,2,3,0,0,3,6,1,5,6,3,4,2,3,0,7
2016-2017 Regular Season,11.06.16,CJ McCollum,SG,Portland,Memphis,R,39.1,13,23,6,12,5,6,0,4,4,2,4,1,1,1,37
2016-2017 Regular Season,11.06.16,Damian Lillard,PG,Portland,Memphis,R,32.9,3,11,2,8,11,11,1,6,7,7,3,1,3,0,19
2016-2017 Regular Season,11.06.16,Evan Turner,SG,Portland,Memphis,R,22.9,0,0,0,0,0,0,0,0,0,4,2,1,2,1,0
2016-2017 Regular Season,11.06.16,Ed Davis,PF,Portland,Memphis,R,13.2,0,1,0,0,2,2,0,4,4,0,3,0,0,0,2
2016-2017 Regular Season,11.06.16,Allen Crabbe,SG,Portland,Memphis,R,26.8,2,4,2,2,0,0,0,3,3,0,3,0,1,0,6
2016-2017 Regular Season,11.06.16,Meyers Leonard,PF,Portland,Memphis,R,10.5,1,4,1,2,0,0,0,1,1,1,2,0,0,1,3
2016-2017 Regular Season,11.06.16,Noah Vonleh,PF,Portland,Memphis,R,2.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Chandler Parsons,SF,Memphis,Portland,H,21.6,0,8,0,3,0,0,1,2,3,0,1,0,2,1,0
2016-2017 Regular Season,11.06.16,JaMychal Green,PF,Memphis,Portland,H,33.1,2,6,0,3,1,2,4,4,8,2,3,0,1,1,5
2016-2017 Regular Season,11.06.16,Marc Gasol,C,Memphis,Portland,H,27.8,7,14,1,2,6,8,0,3,3,2,2,1,2,0,21
2016-2017 Regular Season,11.06.16,Tony Allen,SG,Memphis,Portland,H,22.1,3,5,1,1,4,4,2,5,7,0,2,4,1,0,11
2016-2017 Regular Season,11.06.16,Mike Conley,PG,Memphis,Portland,H,30.6,5,11,1,5,5,5,0,4,4,7,1,2,2,2,16
2016-2017 Regular Season,11.06.16,James Ennis III,SF,Memphis,Portland,H,34.8,3,8,1,4,0,0,0,3,3,0,4,0,1,0,7
2016-2017 Regular Season,11.06.16,Vince Carter,SG,Memphis,Portland,H,25.9,4,10,1,5,2,2,2,3,5,1,2,1,2,0,11
2016-2017 Regular Season,11.06.16,Zach Randolph,PF,Memphis,Portland,H,20,6,11,1,1,2,2,1,6,7,2,1,0,1,0,15
2016-2017 Regular Season,11.06.16,Andrew Harrison,SG,Memphis,Portland,H,17.4,1,6,0,2,3,5,0,2,2,1,2,1,0,0,5
2016-2017 Regular Season,11.06.16,Jarell Martin,PF,Memphis,Portland,H,6.9,0,2,0,0,3,4,2,0,2,0,2,0,1,1,3
2016-2017 Regular Season,11.06.16,Rudy Gay,SF,Sacramento,Toronto,R,35.4,9,19,2,5,3,4,2,3,5,1,3,1,2,0,23
2016-2017 Regular Season,11.06.16,DeMarcus Cousins,C,Sacramento,Toronto,R,35.8,7,21,0,1,8,11,5,9,14,4,4,1,0,3,22
2016-2017 Regular Season,11.06.16,Kosta Koufos,C,Sacramento,Toronto,R,25.3,6,8,0,0,1,2,2,4,6,0,2,0,0,1,13
2016-2017 Regular Season,11.06.16,Arron Afflalo,SG,Sacramento,Toronto,R,36.3,5,8,1,1,1,2,0,5,5,1,3,0,0,0,12
2016-2017 Regular Season,11.06.16,Ty Lawson,PG,Sacramento,Toronto,R,36.2,0,6,0,1,5,6,0,2,2,11,2,0,1,0,5
2016-2017 Regular Season,11.06.16,Matt Barnes,SF,Sacramento,Toronto,R,30,2,7,0,3,4,5,3,7,10,1,5,1,2,0,8
2016-2017 Regular Season,11.06.16,Garrett Temple,SG,Sacramento,Toronto,R,20.7,3,6,1,4,1,1,1,2,3,1,2,1,1,1,8
2016-2017 Regular Season,11.06.16,Jordan Farmar,PG,Sacramento,Toronto,R,10.8,1,2,1,1,0,0,0,1,1,2,1,0,1,0,3
2016-2017 Regular Season,11.06.16,Omri Casspi,SF,Sacramento,Toronto,R,9.6,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2
2016-2017 Regular Season,11.06.16,DeMarre Carroll,SF,Toronto,Sacramento,H,21.7,1,8,0,5,2,2,2,6,8,1,1,0,0,0,4
2016-2017 Regular Season,11.06.16,Pascal Siakam,PF,Toronto,Sacramento,H,24,4,8,0,0,2,3,3,3,6,1,4,0,0,1,10
2016-2017 Regular Season,11.06.16,Jakob Poeltl,C,Toronto,Sacramento,H,18.4,3,4,0,0,0,0,2,2,4,2,6,0,0,0,6
2016-2017 Regular Season,11.06.16,DeMar DeRozan,SG,Toronto,Sacramento,H,37.8,7,20,1,2,8,10,0,4,4,3,2,0,1,0,23
2016-2017 Regular Season,11.06.16,Kyle Lowry,PG,Toronto,Sacramento,H,39.4,5,16,3,10,2,3,1,3,4,10,3,2,0,1,15
2016-2017 Regular Season,11.06.16,Lucas Nogueira,C,Toronto,Sacramento,H,21.5,3,3,0,0,1,2,3,2,5,0,3,1,1,1,7
2016-2017 Regular Season,11.06.16,Patrick Patterson,PF,Toronto,Sacramento,H,31.1,1,6,0,2,4,5,2,7,9,2,5,1,1,2,6
2016-2017 Regular Season,11.06.16,Terrence Ross,SF,Toronto,Sacramento,H,19.4,3,9,2,7,0,0,0,2,2,0,1,2,3,0,8
2016-2017 Regular Season,11.06.16,Cory Joseph,SG,Toronto,Sacramento,H,17,2,7,1,2,3,4,0,1,1,2,0,0,0,0,8
2016-2017 Regular Season,11.06.16,Norman Powell,SG,Toronto,Sacramento,H,9.8,1,3,0,2,2,2,0,0,0,1,1,0,0,0,4
2016-2017 Regular Season,11.06.16,Giannis Antetokounmpo,SG,Milwaukee,Dallas,R,26.2,4,12,1,5,2,4,2,5,7,2,5,3,5,2,11
2016-2017 Regular Season,11.06.16,Jabari Parker,SF,Milwaukee,Dallas,R,39,8,16,0,1,0,0,1,6,7,1,5,1,4,0,16
2016-2017 Regular Season,11.06.16,Miles Plumlee,C,Milwaukee,Dallas,R,18,2,3,0,0,0,0,2,1,3,0,2,1,2,0,4
2016-2017 Regular Season,11.06.16,Tony Snell,SF,Milwaukee,Dallas,R,36.5,2,8,1,7,0,0,0,3,3,1,4,0,3,0,5
2016-2017 Regular Season,11.06.16,Matthew Dellavedova,PG,Milwaukee,Dallas,R,33.2,1,7,0,3,0,0,0,5,5,6,1,0,5,0,2
2016-2017 Regular Season,11.06.16,Michael Beasley,SF,Milwaukee,Dallas,R,10.4,3,4,1,1,0,0,0,3,3,0,2,1,0,0,7
2016-2017 Regular Season,11.06.16,Greg Monroe,C,Milwaukee,Dallas,R,28.9,5,10,0,0,4,4,1,11,12,1,2,3,5,0,14
2016-2017 Regular Season,11.06.16,Malcolm Brogdon,SG,Milwaukee,Dallas,R,19.9,2,7,0,2,3,4,0,1,1,0,3,2,1,0,7
2016-2017 Regular Season,11.06.16,Jason Terry,SG,Milwaukee,Dallas,R,23.8,0,6,0,3,0,0,0,3,3,3,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Mirza Teletovic,PF,Milwaukee,Dallas,R,23.2,3,9,3,7,0,0,3,3,6,0,2,0,1,0,9
2016-2017 Regular Season,11.06.16,John Henson,C,Milwaukee,Dallas,R,6.1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2016-2017 Regular Season,11.06.16,Justin Anderson,SF,Dallas,Milwaukee,H,10.1,2,5,0,2,0,0,0,2,2,0,0,1,0,0,4
2016-2017 Regular Season,11.06.16,Harrison Barnes,SF,Dallas,Milwaukee,H,48.4,13,26,2,5,6,7,3,5,8,2,0,2,1,0,34
2016-2017 Regular Season,11.06.16,Andrew Bogut,C,Dallas,Milwaukee,H,34.3,1,4,0,0,0,0,3,13,16,3,5,1,3,0,2
2016-2017 Regular Season,11.06.16,Wesley Matthews,SG,Dallas,Milwaukee,H,43.7,3,17,3,14,0,0,0,1,1,1,3,3,2,0,9
2016-2017 Regular Season,11.06.16,J.J. Barea,PG,Dallas,Milwaukee,H,46.1,8,18,2,7,3,3,0,6,6,5,2,1,4,0,21
2016-2017 Regular Season,11.06.16,Dwight Powell,C,Dallas,Milwaukee,H,10.3,0,1,0,1,0,0,1,2,3,0,3,0,1,0,0
2016-2017 Regular Season,11.06.16,Seth Curry,PG,Dallas,Milwaukee,H,24.9,3,7,1,4,0,0,0,0,0,2,0,0,1,0,7
2016-2017 Regular Season,11.06.16,Nicolas Brussino,SF,Dallas,Milwaukee,H,2.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Salah Mejri,C,Dallas,Milwaukee,H,13,2,4,0,0,0,0,1,5,6,1,4,1,2,1,4
2016-2017 Regular Season,11.06.16,Dorian Finney-Smith,PF,Dallas,Milwaukee,H,31.7,1,6,1,5,2,2,2,1,3,0,3,3,1,1,5
2016-2017 Regular Season,11.06.16,Danilo Gallinari,SF,Denver,Boston,R,41.2,7,13,2,4,0,0,1,2,3,3,1,0,1,1,16
2016-2017 Regular Season,11.06.16,Nikola Jokic,PF,Denver,Boston,R,22.3,4,5,0,1,1,1,0,5,5,2,2,1,1,1,9
2016-2017 Regular Season,11.06.16,Jusuf Nurkic,C,Denver,Boston,R,13.3,1,5,0,0,2,4,1,5,6,2,0,1,2,1,4
2016-2017 Regular Season,11.06.16,Gary Harris,SG,Denver,Boston,R,21.6,5,10,1,2,1,1,0,4,4,1,5,1,0,1,12
2016-2017 Regular Season,11.06.16,Emmanuel Mudiay,PG,Denver,Boston,R,38.6,11,18,3,5,5,5,2,6,8,2,3,1,7,1,30
2016-2017 Regular Season,11.06.16,Wilson Chandler,SF,Denver,Boston,R,25.3,8,14,2,4,4,5,0,5,5,2,3,1,1,0,22
2016-2017 Regular Season,11.06.16,Jameer Nelson,PG,Denver,Boston,R,35.9,3,7,1,3,2,2,0,3,3,7,5,1,2,0,9
2016-2017 Regular Season,11.06.16,Kenneth Faried,PF,Denver,Boston,R,23.8,2,4,0,0,8,12,5,6,11,1,3,1,2,1,12
2016-2017 Regular Season,11.06.16,Jamal Murray,SG,Denver,Boston,R,13.2,3,7,2,4,1,1,0,1,1,0,0,0,0,0,9
2016-2017 Regular Season,11.06.16,Malik Beasley,SG,Denver,Boston,R,2.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Juan Hernangomez,PF,Denver,Boston,R,2.4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
2016-2017 Regular Season,11.06.16,Jaylen Brown,SF,Boston,Denver,H,20.8,1,7,0,3,2,2,2,1,3,4,3,0,1,1,4
2016-2017 Regular Season,11.06.16,Amir Johnson,PF,Boston,Denver,H,15.8,2,5,0,0,0,0,0,1,1,4,0,0,0,0,4
2016-2017 Regular Season,11.06.16,Tyler Zeller,C,Boston,Denver,H,25.8,3,7,0,0,0,0,0,5,5,2,5,1,1,1,6
2016-2017 Regular Season,11.06.16,Avery Bradley,SG,Boston,Denver,H,33.9,6,17,1,5,1,2,2,9,11,6,2,0,0,1,14
2016-2017 Regular Season,11.06.16,Isaiah Thomas,PG,Boston,Denver,H,32.9,9,17,1,4,11,12,0,1,1,5,3,1,4,0,30
2016-2017 Regular Season,11.06.16,Jonas Jerebko,PF,Boston,Denver,H,18.2,3,6,1,2,0,0,3,0,3,0,3,1,1,1,7
2016-2017 Regular Season,11.06.16,Marcus Smart,PG,Boston,Denver,H,27.2,6,13,1,4,0,0,2,3,5,2,2,0,1,0,13
2016-2017 Regular Season,11.06.16,Terry Rozier,PG,Boston,Denver,H,16.3,2,6,1,3,0,0,0,2,2,1,0,0,0,0,5
2016-2017 Regular Season,11.06.16,Gerald Green,SG,Boston,Denver,H,10.5,3,4,2,3,0,0,0,2,2,4,3,0,1,0,8
2016-2017 Regular Season,11.06.16,Jordan Mickey,PF,Boston,Denver,H,19.1,4,4,0,0,0,1,0,2,2,1,2,0,1,0,8
2016-2017 Regular Season,11.06.16,James Young,SG,Boston,Denver,H,8.5,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
2016-2017 Regular Season,11.06.16,Demetrius Jackson,PG,Boston,Denver,H,11.1,2,3,1,1,3,4,2,1,3,2,0,0,0,0,8
2016-2017 Regular Season,11.06.16,TJ Warren,SF,Phoenix,LA Lakers,R,38.6,9,20,2,3,2,3,2,4,6,3,4,2,1,0,22
2016-2017 Regular Season,11.06.16,Jared Dudley,PF,Phoenix,LA Lakers,R,25.4,3,6,1,3,3,5,2,1,3,3,5,0,1,0,10
2016-2017 Regular Season,11.06.16,Tyson Chandler,C,Phoenix,LA Lakers,R,29.9,4,4,0,0,1,2,2,10,12,0,2,3,3,0,9
2016-2017 Regular Season,11.06.16,Devin Booker,SG,Phoenix,LA Lakers,R,45.3,13,29,3,7,10,10,1,2,3,7,3,0,2,0,39
2016-2017 Regular Season,11.06.16,Eric Bledsoe,PG,Phoenix,LA Lakers,R,29.7,7,14,0,4,5,6,1,1,2,2,5,2,6,0,19
2016-2017 Regular Season,11.06.16,Brandon Knight,SG,Phoenix,LA Lakers,R,17.5,1,8,0,2,0,0,0,0,0,4,3,0,1,0,2
2016-2017 Regular Season,11.06.16,PJ Tucker,SF,Phoenix,LA Lakers,R,19.8,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0
2016-2017 Regular Season,11.06.16,Alex Len,C,Phoenix,LA Lakers,R,18.1,2,4,0,0,1,2,2,9,11,0,4,1,2,1,5
2016-2017 Regular Season,11.06.16,Marquese Chriss,PF,Phoenix,LA Lakers,R,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,11.06.16,Leandro Barbosa,SG,Phoenix,LA Lakers,R,14.4,1,5,0,1,0,0,1,1,2,1,2,0,0,0,2
2016-2017 Regular Season,11.06.16,Luol Deng,SF,LA Lakers,Phoenix,H,20.8,2,5,2,4,1,2,0,7,7,0,2,1,0,0,7
2016-2017 Regular Season,11.06.16,Julius Randle,PF,LA Lakers,Phoenix,H,27.9,6,9,0,0,6,6,0,5,5,4,4,1,1,0,18
2016-2017 Regular Season,11.06.16,Timofey Mozgov,C,LA Lakers,Phoenix,H,21.8,6,9,0,0,2,3,4,4,8,2,1,0,3,0,14
2016-2017 Regular Season,11.06.16,Nick Young,SG,LA Lakers,Phoenix,H,36,8,14,3,7,3,3,1,6,7,1,4,1,1,1,22
2016-2017 Regular Season,11.06.16,D'Angelo Russell,PG,LA Lakers,Phoenix,H,27.8,2,11,2,6,5,6,2,3,5,6,3,1,4,0,11
2016-2017 Regular Season,11.06.16,Jordan Clarkson,SG,LA Lakers,Phoenix,H,30.2,8,16,1,2,1,2,2,4,6,1,5,0,3,0,18
2016-2017 Regular Season,11.06.16,Brandon Ingram,SF,LA Lakers,Phoenix,H,25,2,7,1,2,4,6,0,2,2,1,1,1,0,1,9
2016-2017 Regular Season,11.06.16,Tarik Black,C,LA Lakers,Phoenix,H,16.8,2,6,0,0,0,0,3,4,7,1,1,0,3,2,4
2016-2017 Regular Season,11.06.16,Larry Nance Jr.,PF,LA Lakers,Phoenix,H,3,0,0,0,0,2,2,1,0,1,0,0,1,0,0,2
2016-2017 Regular Season,11.06.16,Lou Williams,SG,LA Lakers,Phoenix,H,25.8,5,12,1,2,3,5,1,3,4,6,1,2,4,0,14
2016-2017 Regular Season,11.06.16,Thomas Robinson,PF,LA Lakers,Phoenix,H,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2016-2017 Regular Season,11.07.16,Gordon Hayward,SF,Utah,Philadelphia,R,30.2,9,17,0,2,2,2,1,6,7,5,2,1,3,0,20
2016-2017 Regular Season,11.07.16,Derrick Favors,PF,Utah,Philadelphia,R,29.2,6,11,0,0,4,8,3,11,14,1,3,1,1,3,16
2016-2017 Regular Season,11.07.16,Rudy Gobert,C,Utah,Philadelphia,R,20.2,3,4,0,0,2,5,0,6,6,0,6,1,2,3,8
2016-2017 Regular Season,11.07.16,Rodney Hood,SG,Utah,Philadelphia,R,29.1,7,13,4,5,0,0,0,2,2,1,1,1,1,1,18
2016-2017 Regular Season,11.07.16,Shelvin Mack,PG,Utah,Philadelphia,R,28.5,3,6,2,2,0,0,0,0,0,5,2,2,1,0,8
2016-2017 Regular Season,11.07.16,Joe Ingles,SF,Utah,Philadelphia,R,20.6,3,8,0,1,2,3,1,2,3,2,1,3,1,1,8
2016-2017 Regular Season,11.07.16,Dante Exum,PG,Utah,Philadelphia,R,19.5,4,6,3,4,0,0,1,1,2,0,4,0,0,1,11
2016-2017 Regular Season,11.07.16,Trey Lyles,PF,Utah,Philadelphia,R,30.5,2,9,1,3,2,2,0,1,1,3,2,1,1,1,7
2016-2017 Regular Season,11.07.16,Joe Johnson,SF,Utah,Philadelphia,R,21.8,4,8,1,2,0,0,2,3,5,1,0,0,0,0,9
2016-2017 Regular Season,11.07.16,Jeff Withey,C,Utah,Philadelphia,R,5.8,2,2,0,0,0,0,2,0,2,1,1,0,0,0,4
2016-2017 Regular Season,11.07.16,Raul Neto,PG,Utah,Philadelphia,R,2.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Regular Season,11.07.16,Joel Bolomboy,PF,Utah,Philadelphia,R,2.3,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0
2016-2017 Regular Season,11.07.16,Robert Covington,SF,Philadelphia,Utah,H,28.7,4,5,3,4,1,2,0,8,8,1,2,0,0,0,12
2016-2017 Regular Season,11.07.16,Dario Saric,PF,Philadelphia,Utah,H,23.1,2,6,0,0,0,0,0,2,2,2,0,0,2,0,4
2016-2017 Regular Season,11.07.16,Joel Embiid,C,Philadelphia,Utah,H,19.2,4,8,0,0,6,9,4,5,9,0,5,1,5,1,14
2016-2017 Regular Season,11.07.16,Gerald Henderson,SG,Philadelphia,Utah,H,24.1,3,8,1,2,0,0,0,3,3,0,2,1,1,0,7
2016-2017 Regular Season,11.07.16,Sergio Rodriguez,PG,Philadelphia,Utah,H,27.7,3,9,0,4,0,0,1,3,4,5,0,2,3,0,6
2016-2017 Regular Season,11.07.16,Jahlil Okafor,C,Philadelphia,Utah,H,22.5,7,14,0,0,1,2,2,2,4,1,4,0,2,1,15
2016-2017 Regular Season,11.07.16,Ersan Ilyasova,PF,Philadelphia,Utah,H,26,2,12,1,5,5,5,1,2,3,2,0,0,2,0,10
2016-2017 Regular Season,11.07.16,Nik Stauskas,SG,Philadelphia,Utah,H,21.9,3,6,1,3,2,2,1,2,3,1,3,0,2,0,9
2016-2017 Regular Season,11.07.16,T.J. McConnell,PG,Philadelphia,Utah,H,20.3,0,2,0,0,0,0,0,2,2,4,1,1,1,0,0
2016-2017 Regular Season,11.07.16,Hollis Thompson,SG,Philadelphia,Utah,H,17.8,1,4,0,2,0,0,0,2,2,0,1,0,0,0,2
2016-2017 Regular Season,11.07.16,Richaun Holmes,PF,Philadelphia,Utah,H,5.2,1,2,1,1,0,0,0,1,1,0,0,0,0,0,3
2016-2017 Regular Season,11.07.16,Timothe Luwawu-Cabarrot,SF,Philadelphia,Utah,H,3.5,1,1,0,0,0,2,0,1,1,0,1,0,0,0,2
2016-2017 Regular Season,11.07.16,Trevor Ariza,SF,Houston,Washington,R,34.2,5,11,4,9,1,1,0,5,5,2,1,3,2,0,15
2016-2017 Regular Season,11.07.16,Ryan Anderson,PF,Houston,Washington,R,34.2,9,15,5,8,0,0,3,4,7,2,2,1,2,0,23
2016-2017 Regular Season,11.07.16,Clint Capela,C,Houston,Washington,R,27.2,7,10,0,0,0,2,2,4,6,0,3,1,2,4,14
2016-2017 Regular Season,11.07.16,Corey Brewer,SF,Houston,Washington,R,16,1,2,0,1,2,2,0,3,3,1,2,0,0,0,4
2016-2017 Regular Season,11.07.16,James Harden,PG,Houston,Washington,R,39.8,9,19,3,7,11,11,0,5,5,15,2,0,7,0,32
2016-2017 Regular Season,11.07.16,Eric Gordon,SG,Houston,Washington,R,32,4,10,3,6,0,0,0,1,1,2,1,1,2,1,11
2016-2017 Regular Season,11.07.16,Nene,C,Houston,Washington,R,20.8,2,3,0,0,0,0,0,5,5,1,3,0,1,1,4
2016-2017 Regular Season,11.07.16,KJ McDaniels,SF,Houston,Washington,R,13.8,2,4,1,2,0,0,0,1,1,1,1,0,0,0,5
2016-2017 Regular Season,11.07.16,Sam Dekker,SF,Houston,Washington,R,13.8,2,3,1,2,0,0,1,3,4,1,1,0,0,1,5
2016-2017 Regular Season,11.07.16,Tyler Ennis,PG,Houston,Washington,R,8.2,0,2,0,2,1,2,0,0,0,3,2,0,2,0,1
2016-2017 Regular Season,11.07.16,Otto Porter Jr.,SF,Washington,Houston,H,38.9,6,13,2,5,6,6,3,5,8,2,2,3,0,1,20
2016-2017 Regular Season,11.07.16,Markieff Morris,PF,Washington,Houston,H,33.1,3,14,1,2,0,0,4,5,9,0,1,1,2,0,7
2016-2017 Regular Season,11.07.16,Marcin Gortat,C,Washington,Houston,H,36.6,5,9,0,0,4,6,3,9,12,2,2,0,1,2,14
2016-2017 Regular Season,11.07.16,Bradley Beal,SG,Washington,Houston,H,34.1,8,18,2,6,2,2,1,1,2,3,3,4,1,1,20
2016-2017 Regular Season,11.07.16,John Wall,PG,Washington,Houston,H,35.3,9,16,1,2,2,2,1,4,5,9,2,2,6,0,21
2016-2017 Regular Season,11.07.16,Tomas Satoransky,SG,Washington,Houston,H,13.3,1,4,0,2,0,0,1,0,1,2,0,1,0,0,2
2016-2017 Regular Season,11.07.16,Kelly Oubre Jr.,SF,Washington,Houston,H,13.8,3,7,2,3,2,2,1,0,1,0,2,0,0,0,10
2016-2017 Regular Season,11.07.16,Marcus Thornton,SG,Washington,Houston,H,17.3,2,10,2,7,2,2,1,4,5,1,2,0,1,0,8
2016-2017 Regular Season,11.07.16,Jason Smith,C,Washington,Houston,H,11.4,2,3,0,0,0,0,1,1,2,0,2,1,2,1,4
2016-2017 Regular Season,11.07.16,Trey Burke,PG,Washington,Houston,H,6.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Regular Season,11.07.16,Paul George,SF,Indiana,Charlotte,R,33,4,12,1,6,1,1,2,5,7,6,2,2,5,0,10
2016-2017 Regular Season,11.07.16,Thaddeus Young,PF,Indiana,Charlotte,R,16.3,0,4,0,0,0,0,0,5,5,1,3,0,0,0,0
2016-2017 Regular Season,11.07.16,Myles Turner,C,Indiana,Charlotte,R,20.8,5,8,0,2,2,2,0,5,5,0,2,0,1,2,12
2016-2017 Regular Season,11.07.16,Monta Ellis,SG,Indiana,Charlotte,R,17.4,3,4,1,2,0,0,0,0,0,0,5,0,2,0,7
2016-2017 Regular Season,11.07.16,Jeff Teague,PG,Indiana,Charlotte,R,19.4,3,8,1,3,2,2,1,0,1,6,1,0,4,1,9
2016-2017 Regular Season,11.07.16,CJ Miles,SF,Indiana,Charlotte,R,25.3,8,15,5,11,2,2,1,3,4,0,1,1,2,0,23
2016-2017 Regular Season,11.07.16,Al Jefferson,C,Indiana,Charlotte,R,19.4,6,12,0,0,0,1,4,6,10,1,2,1,0,0,12
2016-2017 Regular Season,11.07.16,Lavoy Allen,PF,Indiana,Charlotte,R,22.2,2,2,0,0,0,0,2,5,7,0,3,0,1,0,4
2016-2017 Regular Season,11.07.16,Aaron Brooks,PG,Indiana,Charlotte,R,20.8,1,7,0,3,2,2,0,2,2,7,5,1,2,1,4
2016-2017 Regular Season,11.07.16,Glenn Robinson III,SG,Indiana,Charlotte,R,12.5,3,7,1,4,1,3,1,1,2,0,0,2,0,0,8
2016-2017 Regular Season,11.07.16,Georges Niang,PF,Indiana,Charlotte,R,9.5,0,2,0,0,0,0,1,3,4,0,1,0,1,0,0
2016-2017 Regular Season,11.07.16,Joe Young,PG,Indiana,Charlotte,R,15.6,4,10,0,2,1,2,0,2,2,2,0,1,0,0,9
2016-2017 Regular Season,11.07.16,Kevin Seraphin,PF,Indiana,Charlotte,R,7.8,1,3,0,0,0,0,0,3,3,0,0,0,0,0,2
2016-2017 Regular Season,11.07.16,Michael Kidd-Gilchrist,SF,Charlotte,Indiana,H,18.5,4,4,0,0,5,5,0,1,1,1,1,1,0,2,13
